ask,bid,due,emittent,ratio,strike,wkn,wkn_link
0.47,0.45,19.12.2018,Société Générale S.A.,1.0,13.4,SC5DDD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDD
0.0,0.53,19.12.2018,Commerzbank AG,1.1204,13.39,CD76VR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD76VR
0.52,0.5,17.12.2018,CITI,1.1204,13.39,CX4Q2X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4Q2X
0.064,0.044,21.12.2018,BNP Paribas,0.112,13.39,PR08VJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR08VJ
0.54,0.5,19.12.2018,Morgan Stanley & Co. International plc,1.0,13.0,MF2YWS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YWS
0.061,0.045,19.12.2018,HSBC,0.1,13.5,TR0C26,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C26
0.055,0.045,10.12.2018,UBS,0.112,13.39,UT986A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UT986A
0.054,0.044,17.12.2018,CITI,0.112,13.39,CX4Q2W,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4Q2W
0.044,0.034,12.11.2018,UBS,0.1,13.2,UV56KG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV56KG
0.061,0.045,19.12.2018,HSBC,0.112,13.39,TD75RY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD75RY
1.16,1.14,18.12.2019,Société Générale S.A.,1.0,13.3,SC97W2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W2
0.65,0.63,11.03.2019,CITI,1.0,13.3,CQ5WX3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX3
0.48,0.46,17.12.2018,CITI,1.0,13.3,CQ43PT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PT
0.93,0.91,18.09.2019,Société Générale S.A.,1.0,13.3,SC64SM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SM
0.59,0.55,15.03.2019,BNP Paribas,1.0,13.5,PP56DQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DQ
1.1,1.08,18.12.2019,Société Générale S.A.,1.0,13.5,SC97W4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W4
0.092,0.082,16.09.2019,CITI,0.1,13.5,CQ43SG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SG
0.6,0.58,15.03.2019,Vontobel Financial Products GmbH,1.0,13.5,VL73HF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL73HF
0.61,0.59,11.03.2019,CITI,1.0,13.5,CQ43QL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QL
0.73,0.71,21.06.2019,Vontobel Financial Products GmbH,1.0,13.5,VL73HA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL73HA
0.061,0.051,11.03.2019,CITI,0.1,13.5,CQ43QK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QK
0.0,0.46,21.12.2018,Vontobel Financial Products GmbH,1.1204,13.39,VN1FQT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VN1FQT
0.71,0.69,19.06.2019,Morgan Stanley & Co. International plc,1.0,13.5,MF48H6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF48H6
0.06,0.05,11.03.2019,UBS,0.1,13.5,UV6PP1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6PP1
0.054,0.044,11.02.2019,UBS,0.1,13.5,UV6SS3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS3
0.66,0.57,13.03.2019,Deutsche Bank,1.0,13.5,DS1Y6B,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y6B
0.049,0.039,14.01.2019,UBS,0.1,13.5,UV6SS5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS5
0.8,0.78,19.06.2019,Société Générale S.A.,1.0,13.3,SC5DDK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDK
0.44,0.42,17.12.2018,CITI,1.0,13.5,CY7ZL5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY7ZL5
1.11,1.1,20.03.2020,DZ Bank AG,1.0,13.5,DD5W47,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W47
0.75,0.73,19.06.2019,Société Générale S.A.,1.0,13.5,SC30Z5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30Z5
0.051,0.041,17.12.2018,CITI,0.1,13.3,CQ43PU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PU
0.78,0.76,17.06.2019,CITI,1.0,13.5,CY8M2M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M2M
0.11,0.1,16.12.2019,CITI,0.1,13.5,CQ0HZE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0HZE
0.047,0.037,17.12.2018,CITI,0.1,13.5,CY7ZL6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY7ZL6
0.072,0.062,13.05.2019,UBS,0.1,13.5,UV6ECJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ECJ
0.88,0.86,18.09.2019,Société Générale S.A.,1.0,13.5,SC6M5V,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5V
0.066,0.056,11.03.2019,CITI,0.1,13.3,CQ5WX4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX4
0.45,0.43,19.12.2018,Société Générale S.A.,1.0,13.5,SC42Y1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC42Y1
0.55,0.53,19.12.2018,Société Générale S.A.,1.1204,13.3,SE9MNH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE9MNH
0.54,0.52,17.12.2018,CITI,1.1204,13.3,CX76TM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX76TM
0.11,0.099,18.12.2019,HSBC,0.1,13.5,TR25T7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T7
0.6,0.58,13.03.2019,Société Générale S.A.,1.0,13.5,SC3XTF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3XTF
0.64,0.63,15.03.2019,DZ Bank AG,1.0,13.25,DD5TTY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5TTY
1.13,1.11,16.12.2019,CITI,1.0,13.25,CQ43T5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43T5
0.11,0.1,16.12.2019,CITI,0.1,13.25,CQ43T4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43T4
0.72,0.71,21.06.2019,DZ Bank AG,1.0,13.5,DD0KZC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KZC
0.98,0.96,16.09.2019,CITI,1.0,13.25,CQ43SF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SF
0.67,0.65,11.03.2019,CITI,1.0,13.25,CQ43QH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QH
0.098,0.088,16.09.2019,CITI,0.1,13.25,CQ43SE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SE
0.067,0.057,11.03.2019,CITI,0.1,13.25,CQ43QJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QJ
0.83,0.74,19.06.2019,Deutsche Bank,1.0,13.5,DS1Y6F,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y6F
0.076,0.06,13.03.2019,HSBC,0.1,13.5,TR0C28,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C28
0.038,0.028,12.11.2018,UBS,0.1,13.5,UV04NZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV04NZ
0.045,0.035,17.12.2018,UBS,0.1,13.5,UW7ALF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW7ALF
0.49,0.47,17.12.2018,CITI,1.0,13.25,CY8M24,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M24
0.49,0.48,21.12.2018,DZ Bank AG,1.0,13.25,DD4J06,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD4J06
0.068,0.058,15.03.2019,DZ Bank AG,0.1,13.5,DGV7DE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DGV7DE
0.1,0.091,16.12.2019,UBS,0.1,13.5,UW9TVT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW9TVT
0.44,0.4,18.12.2018,BNP Paribas,1.0,13.5,PP0BXH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP0BXH
0.04,0.03,12.11.2018,UBS,0.1,13.4,UV515C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV515C
0.034,0.024,15.10.2018,UBS,0.1,13.4,UV6CN2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CN2
0.056,0.046,11.02.2019,UBS,0.1,13.4,UV6JJZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6JJZ
0.65,0.63,13.03.2019,Société Générale S.A.,1.0,13.3,SC5DDG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDG
0.46,0.44,17.12.2018,CITI,1.0,13.4,CQ43PV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PV
0.0,0.13,14.12.2020,UBS,0.1,13.5,UW9RUW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW9RUW
0.062,0.052,11.03.2019,UBS,0.1,13.4,UV6RMM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6RMM
0.63,0.61,11.03.2019,CITI,1.0,13.4,CQ5WX6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX6
0.051,0.041,14.01.2019,UBS,0.1,13.4,UV6SRT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRT
0.61,0.59,13.03.2019,HypoVereinsbank/UniCredit,1.0,13.4,HW9Z4L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9Z4L
0.46,0.44,19.12.2018,HypoVereinsbank/UniCredit,1.0,13.4,HW4DGC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4DGC
0.049,0.039,17.12.2018,CITI,0.1,13.4,CQ43PW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PW
1.13,1.11,18.12.2019,Société Générale S.A.,1.0,13.4,SC97W3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W3
1.15,1.13,18.12.2019,Société Générale S.A.,1.0,13.2,SC97W1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W1
0.053,0.043,17.12.2018,CITI,0.1,13.2,CQ43PS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PS
0.068,0.058,11.03.2019,CITI,0.1,13.2,CQ5WX2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX2
0.65,0.63,13.03.2019,HypoVereinsbank/UniCredit,1.0,13.2,HW9Z4K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9Z4K
1.01,0.99,18.12.2019,HypoVereinsbank/UniCredit,1.0,13.4,HW9ZA9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9ZA9
0.62,0.6,13.03.2019,Société Générale S.A.,1.0,13.4,SC30Z4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30Z4
1.06,1.04,18.12.2019,HypoVereinsbank/UniCredit,1.0,13.2,HW9ZA8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9ZA8
0.96,0.94,18.09.2019,Société Générale S.A.,1.0,13.2,SC64SL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SL
0.67,0.65,13.03.2019,Société Générale S.A.,1.0,13.2,SC5DDF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDF
0.91,0.89,18.09.2019,Société Générale S.A.,1.0,13.4,SC64SN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SN
0.51,0.49,19.12.2018,Société Générale S.A.,1.0,13.2,SC5DDC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDC
0.064,0.054,11.03.2019,CITI,0.1,13.4,CQ5WX5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX5
0.83,0.81,19.06.2019,Société Générale S.A.,1.0,13.2,SC5DDJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDJ
0.8,0.78,19.06.2019,HypoVereinsbank/UniCredit,1.0,13.2,HW73ER,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73ER
0.7,0.68,11.03.2019,CITI,1.0,13.1,CQ5WXZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXZ
1.18,1.16,18.12.2019,Société Générale S.A.,1.0,13.1,SC97W0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W0
0.056,0.046,17.12.2018,CITI,0.1,13.1,CQ43PQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PQ
1.06,1.04,16.12.2019,CITI,1.0,13.5,CQ0HZF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0HZF
0.5,0.48,19.12.2018,HypoVereinsbank/UniCredit,1.0,13.2,HW4DGB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4DGB
0.52,0.5,17.12.2018,CITI,1.0,13.1,CQ43PP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PP
0.54,0.52,19.12.2018,Société Générale S.A.,1.0,13.1,SC5K5F,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5K5F
0.051,0.041,17.12.2018,UBS,0.1,13.2,UW97PJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW97PJ
1.73,1.71,18.12.2019,HypoVereinsbank/UniCredit,1.0,11.2,HX0XM9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX0XM9
0.071,0.061,11.03.2019,CITI,0.1,13.1,CQ5WX0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX0
0.99,0.97,18.09.2019,Société Générale S.A.,1.0,13.1,SC64SK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SK
1.34,1.32,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.2,HX11N3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11N3
0.12,0.11,17.12.2018,UBS,0.1,11.2,UV6CN3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6CN3
1.17,1.15,19.12.2018,HypoVereinsbank/UniCredit,1.0,11.2,HX11N7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX11N7
0.86,0.84,19.06.2019,Société Générale S.A.,1.0,13.1,SC5K5H,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5K5H
0.14,0.13,11.03.2019,UBS,0.1,11.2,UV6KL3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KL3
0.1,0.092,15.10.2018,UBS,0.1,11.2,UV54J5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV54J5
1.49,1.47,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.2,HX0XMB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX0XMB
0.14,0.13,17.12.2018,CITI,0.112,11.16,CX4XYN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4XYN
0.19,0.18,16.12.2019,UBS,0.1,11.0,UV6KL2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KL2
0.67,0.65,19.12.2018,Société Générale S.A.,1.0,12.6,SC97V4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V4
0.058,0.048,12.11.2018,UBS,0.1,12.6,UV6ABZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ABZ
0.81,0.79,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.6,HX04S4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S4
0.16,0.15,17.06.2019,UBS,0.1,11.0,UV6RMK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6RMK
0.65,0.63,19.12.2018,HypoVereinsbank/UniCredit,1.0,12.6,HW4FYN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4FYN
0.86,0.84,15.03.2019,Vontobel Financial Products GmbH,1.0,12.5,VL7597,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL7597
0.13,0.12,10.12.2018,UBS,0.112,11.16,UW172C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW172C
0.066,0.056,17.12.2018,UBS,0.1,12.6,UX3G6W,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3G6W
1.37,1.35,18.12.2019,Société Générale S.A.,1.0,12.5,SC97WU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WU
0.11,0.1,12.11.2018,UBS,0.1,11.2,UV57ZG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV57ZG
0.92,0.83,13.03.2019,Deutsche Bank,1.0,12.5,DS1Y69,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y69
1.27,1.25,20.12.2019,DZ Bank AG,1.0,12.5,DD43NB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD43NB
1.09,1.01,17.06.2019,CITI,1.0,12.5,CQ43RT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RT
0.12,0.11,14.01.2019,UBS,0.1,11.2,UV526V,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV526V
1.38,1.3,16.12.2019,CITI,1.0,12.5,CQ43SZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SZ
1.0,0.98,21.06.2019,Vontobel Financial Products GmbH,1.0,12.5,VL7587,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL7587
0.85,0.81,15.03.2019,BNP Paribas,1.0,12.5,PP56DN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DN
1.23,1.15,16.09.2019,CITI,1.0,12.5,CQ43S9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43S9
0.11,0.1,17.06.2019,CITI,0.1,12.5,CQ43RS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RS
0.088,0.078,11.03.2019,CITI,0.1,12.5,CQ43QC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QC
0.12,0.11,16.09.2019,CITI,0.1,12.5,CQ43S8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43S8
0.14,0.13,16.12.2019,CITI,0.1,12.5,CQ43SY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SY
0.054,0.044,15.10.2018,UBS,0.1,12.5,UV526X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV526X
0.88,0.86,11.03.2019,CITI,1.0,12.5,CQ43QB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QB
0.99,0.97,19.06.2019,Morgan Stanley & Co. International plc,1.0,12.5,MF48H3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF48H3
0.1,0.089,13.05.2019,UBS,0.1,12.5,UV6KKP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKP
0.13,0.12,16.12.2019,CITI,0.1,12.75,CQ43T1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43T1
1.11,1.02,19.06.2019,Deutsche Bank,1.0,12.5,DS1Y6D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y6D
1.3,1.22,16.12.2019,CITI,1.0,12.75,CQ43T0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43T0
1.15,1.07,16.09.2019,CITI,1.0,12.75,CQ43SA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SA
0.098,0.088,17.06.2019,CITI,0.1,12.75,CQ43RV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RV
0.61,0.6,21.12.2018,DZ Bank AG,1.0,12.75,DD40MF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD40MF
0.13,0.12,11.02.2019,UBS,0.1,11.2,UV6JJY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6JJY
1.41,1.39,20.03.2020,DZ Bank AG,1.0,12.5,DD5W45,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W45
0.77,0.76,15.03.2019,DZ Bank AG,1.0,12.75,DD5TTX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5TTX
0.99,0.97,17.06.2019,CITI,1.0,12.75,CQ43RU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RU
0.11,0.1,16.09.2019,CITI,0.1,12.75,CQ43SB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SB
0.97,0.95,19.06.2019,Société Générale S.A.,1.0,12.7,SC97WC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WC
0.08,0.07,11.03.2019,CITI,0.1,12.75,CQ43QE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QE
0.073,0.063,14.01.2019,UBS,0.1,12.5,UV6LLR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6LLR
0.8,0.78,11.03.2019,CITI,1.0,12.75,CQ43QD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QD
1.3,1.28,18.12.2019,Société Générale S.A.,1.0,12.7,SC97WW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WW
0.82,0.8,11.03.2019,CITI,1.0,12.7,CQ5WXU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXU
0.082,0.072,11.03.2019,CITI,0.1,12.7,CQ5WXT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXT
0.81,0.79,13.03.2019,Société Générale S.A.,1.0,12.7,SC6M5P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5P
0.083,0.063,21.12.2018,BNP Paribas,0.112,12.67,PR08VF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR08VF
1.0,0.98,19.06.2019,Société Générale S.A.,1.0,12.6,SC97WB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WB
0.068,0.058,17.12.2018,CITI,0.1,12.6,CQ43PF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PF
0.64,0.62,19.12.2018,Société Générale S.A.,1.0,12.7,SC6M5L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5L
0.66,0.64,17.12.2018,CITI,1.0,12.6,CQ43PG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PG
1.14,1.12,18.09.2019,Société Générale S.A.,1.0,12.6,SC97WL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WL
0.085,0.075,11.03.2019,CITI,0.1,12.6,CQ5WXR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXR
1.31,1.29,18.12.2019,Société Générale S.A.,1.0,12.6,SC97WV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WV
0.97,0.95,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.6,HW9ZAA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9ZAA
0.63,0.61,17.12.2018,CITI,1.0,12.7,CQ43PH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PH
1.23,1.21,18.12.2019,HypoVereinsbank/UniCredit,1.0,12.6,HW9ZA5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9ZA5
1.11,1.09,18.09.2019,Société Générale S.A.,1.0,12.7,SC97WM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WM
1.89,1.86,21.06.2019,Vontobel Financial Products GmbH,1.0,10.5,VL9XD0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL9XD0
0.21,0.2,16.12.2019,UBS,0.1,10.5,UV6SRN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRN
2.22,2.2,20.03.2020,DZ Bank AG,1.0,10.5,DD507R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD507R
